                                         GEOID  votes_dem  votes_rep  ...  index_right  District  id
2420                                12011-V007       1138        705  ...           24        25  25
2421                                12011-V009       1015        388  ...           24        25  25
2858                                12011-M014       1137        697  ...           24        25  25
2867                                12011-M012       1218        756  ...           24        25  25
2872                                12011-M018        601        253  ...           24        25  25
2874                                12011-M019        743        346  ...           24        25  25
2895                                12011-M006        574        259  ...           24        25  25
2907                                12011-M030       1999       1216  ...           24        25  25
2933                                12011-M025       1541       1248  ...           24        25  25
2942                                12011-M021        699        304  ...           24        25  25
2946                                12011-M023       1341        615  ...           24        25  25
2947                                12011-M022       1618        961  ...           24        25  25
2952                                12011-M029        906        646  ...           24        25  25
3060                                12011-U010       1047        677  ...           24        25  25
3066                                12011-U011       1563       1049  ...           24        25  25
3091                                12011-U003       1205       1231  ...           24        25  25
3092                                12011-U002        627        622  ...           24        25  25
3093                                12011-U005        853        609  ...           24        25  25
3095                                12011-U004       1739       1743  ...           24        25  25
3102                                12011-U001        519        496  ...           24        25  25
3111                                12011-U007        865        879  ...           24        25  25
3113                                12011-U006       2071       1111  ...           24        25  25
3115                                12011-U009        479        369  ...           24        25  25
3117                                12011-U008        388        334  ...           24        25  25
3244                                12011-Y007       1648        760  ...           24        25  25
3245                                12011-Y006       1822       1559  ...           24        25  25
3246                                12011-Y008       1831        311  ...           24        25  25
3247                                12011-Y003        778        759  ...           24        25  25
3248                                12011-Y002        824       1380  ...           24        25  25
3249                                12011-Y005        902       1005  ...           24        25  25
3250                                12011-Y004       1078       1062  ...           24        25  25
3363                                12011-Y001        420        749  ...           24        25  25
3456                                12011-X049       1206        688  ...           24        25  25
3463                                12011-X046        921        449  ...           24        25  25
3465                                12011-X045       1049        480  ...           24        25  25
3467                                12011-X048        592        263  ...           24        25  25
3469                                12011-X047        495        142  ...           24        25  25
3486                                12011-X050       1001        338  ...           24        25  25
3487                                12011-X039        719        456  ...           24        25  25
3489                                12011-X038       1990       1329  ...           24        25  25
3491                                12011-X035       1390        739  ...           24        25  25
3492                                12011-X034        763        544  ...           24        25  25
3493                                12011-X037        248        262  ...           24        25  25
3494                                12011-X036       1213        672  ...           24        25  25
3516                                12011-X042       1259       1027  ...           24        25  25
3518                                12011-X041       1141        731  ...           24        25  25
3520                                12011-X044       1360        769  ...           24        25  25
3521                                12011-X043       1729       1081  ...           24        25  25
3524                                12011-X040       1890       1273  ...           24        25  25
3587                                12011-X006       1316        792  ...           24        25  25
3588                                12011-X005        670        651  ...           24        25  25
3590                                12011-X008        692        389  ...           24        25  25
3591                                12011-X007       1001        890  ...           24        25  25
3592                                12011-X002        747        337  ...           24        25  25
3593                                12011-X001        938        473  ...           24        25  25
3594                                12011-X004        571        493  ...           24        25  25
3595                                12011-X003        918        426  ...           24        25  25
3596                                12011-X009       1872        650  ...           24        25  25
3601                                12011-X011        248        342  ...           24        25  25
3602                                12011-X010       1388       1021  ...           24        25  25
3623                                12011-X028        829        757  ...           24        25  25
3625                                12011-X027       1516        868  ...           24        25  25
3629                                12011-X029       1753       1364  ...           24        25  25
3632                                12011-X024       2072       1382  ...           24        25  25
3633                                12011-X023       1653        626  ...           24        25  25
3635                                12011-X026        816        483  ...           24        25  25
3636                                12011-X025        400        264  ...           24        25  25
3654                                12011-X031       1837       1361  ...           24        25  25
3657                                12011-X030        692        560  ...           24        25  25
3659                                12011-X033       1513       1182  ...           24        25  25
3661                                12011-X032        647        603  ...           24        25  25
3667                                12011-X017       1301        789  ...           24        25  25
3668                                12011-X016        880        625  ...           24        25  25
3669                                12011-X019       1137        828  ...           24        25  25
3671                                12011-X018        638        333  ...           24        25  25
3672                                12011-X013       1357        841  ...           24        25  25
3674                                12011-X012        906        377  ...           24        25  25
3675                                12011-X015        410        431  ...           24        25  25
3676                                12011-X014       1371        544  ...           24        25  25
3688                                12011-X020       1549       1261  ...           24        25  25
3693                                12011-X022       1467        446  ...           24        25  25
3695                                12011-X021       2801        825  ...           24        25  25
4311                                 12086-102       1740       1782  ...           24        25  25
4312                                 12086-101       1201        946  ...           24        25  25
4314                                 12086-103       1514       1243  ...           24        25  25
4403                                 12086-184       1277       1121  ...           24        25  25
4503                                12011-W016       3989       2262  ...           24        25  25
4505                                12011-W015        679        496  ...           24        25  25
4506                                12011-W018       1668        756  ...           24        25  25
4508                                12011-W017       2524       1091  ...           24        25  25
4509                                12011-W012       2136        364  ...           24        25  25
4510                                12011-W011       1447        270  ...           24        25  25
4511                                12011-W014       2519       1395  ...           24        25  25
4512                                12011-W013       3066        535  ...           24        25  25
4513                                12011-W019       2495        923  ...           24        25  25
4516                                12011-W021       2392       1510  ...           24        25  25
4517                                12011-W020       2367       1066  ...           24        25  25
4523                                12011-W007       1336        283  ...           24        25  25
4524                                12011-W006        812        236  ...           24        25  25
4526                                12011-W003        806        168  ...           24        25  25
4527                                12011-W002       1458        323  ...           24        25  25
4528                                12011-W009       1290        720  ...           24        25  25
4529                                12011-W008       2164        373  ...           24        25  25
4532                                12011-W010        763        216  ...           24        25  25
4944                                 12086-001        204        395  ...           24        25  25
5362                                12011-R066        366        327  ...           24        25  25
5363                                12011-R065        273        227  ...           24        25  25
5364                                12011-R068        479        509  ...           24        25  25
5366                                12011-R067        629        480  ...           24        25  25
5368                                12011-R061        423        342  ...           24        25  25
5369                                12011-R064        624        158  ...           24        25  25
5370                                12011-R063       3305        326  ...           24        25  25
5372                                12011-Z004        147         50  ...           24        25  25
5373                                12011-Z003        827        637  ...           24        25  25
5374                                12011-Z005        347        143  ...           24        25  25
5376                                12011-R054        518        357  ...           24        25  25
5383                                12011-R050       1129        185  ...           24        25  25
5392                                12011-R059        562        404  ...           24        25  25
5393                                12011-R058        601        368  ...           24        25  25
5468                                12011-R044        141         93  ...           24        25  25
5469                                12011-R043       1003        815  ...           24        25  25
5474                                12011-R045        761        487  ...           24        25  25
5476                                12011-R040       1585       1845  ...           24        25  25
5481                                12011-R042        415        320  ...           24        25  25
5485                                12011-R048        700        532  ...           24        25  25
5486                                12011-R047        880        665  ...           24        25  25
5488                                12011-R049        776        676  ...           24        25  25
5499                                12011-R032       2429       1717  ...           24        25  25
5507                                12011-R031       1080        281  ...           24        25  25
5508                                 12086-303       1283       1499  ...           24        25  25
5515                                12011-R039        807        902  ...           24        25  25
5517                                12011-R038        171        301  ...           24        25  25
5641                                 12086-350        732        566  ...           24        25  25
5742                                 12086-364       1248       1623  ...           24        25  25
5749                                 12086-365       1353       1264  ...           24        25  25
5753                                 12086-369         11         30  ...           24        25  25
5824                                 12086-389        983       1921  ...           24        25  25
209                                 12011-Q083       1451         93  ...           23        24  24
211                                 12011-Q082       1284        123  ...           23        24  24
271                                 12011-Q050       1196        126  ...           23        24  24
277                                 12011-Q051        329        196  ...           23        24  24
345                                 12011-Q081        994        343  ...           23        24  24
346                                 12011-Q080       1714        594  ...           23        24  24
448                                  12086-218       1016        110  ...           23        24  24
449                                  12086-217       1604        168  ...           23        24  24
450                                  12086-219        738        123  ...           23        24  24
453                                  12086-210       1135        249  ...           23        24  24
456                                  12086-212       1590        234  ...           23        24  24
460                                  12086-214       1967        160  ...           23        24  24
463                                  12086-213       1942        203  ...           23        24  24
466                                  12086-216       2098        190  ...           23        24  24
469                                  12086-215       1815        211  ...           23        24  24
472                                  12086-207       2156        572  ...           23        24  24
473                                  12086-206       1798        186  ...           23        24  24
474                                  12086-209       2485        548  ...           23        24  24
475                                  12086-208       1671        779  ...           23        24  24
477                                  12086-201        771        773  ...           23        24  24
479                                  12086-203       1826        218  ...           23        24  24
480                                  12086-202       1026        585  ...           23        24  24
481                                  12086-205       1314        113  ...           23        24  24
482                                  12086-241       1505        356  ...           23        24  24
483                                  12086-240       1768        251  ...           23        24  24
484                                  12086-239       1879        252  ...           23        24  24
485                                  12086-232        922        700  ...           23        24  24
486                                  12086-231        776        879  ...           23        24  24
487                                  12086-234        523        141  ...           23        24  24
488                                  12086-233       1033        581  ...           23        24  24
489                                  12086-236        933        203  ...           23        24  24
490                                  12086-235        342        176  ...           23        24  24
491                                  12086-238        801         96  ...           23        24  24
492                                  12086-237        812        166  ...           23        24  24
497                                  12086-230       1131        815  ...           23        24  24
500                                  12086-229       1228        500  ...           23        24  24
502                                  12086-228       1745        255  ...           23        24  24
504                                  12086-221       1627        159  ...           23        24  24
507                                  12086-223       1492        198  ...           23        24  24
509                                  12086-222       1790        119  ...           23        24  24
511                                  12086-225       1640        307  ...           23        24  24
513                                  12086-224       1186        299  ...           23        24  24
515                                  12086-227       1391        378  ...           23        24  24
518                                  12086-226       1200        182  ...           23        24  24
522                                  12086-261       1201        153  ...           23        24  24
523                                  12086-260        504         96  ...           23        24  24
524                                  12086-262        963        215  ...           23        24  24
526                                  12086-254       1353        142  ...           23        24  24
527                                  12086-253        900        103  ...           23        24  24
528                                  12086-256       1468        304  ...           23        24  24
529                                  12086-258        625         93  ...           23        24  24
530                                  12086-257       1257        123  ...           23        24  24
533                                  12086-259        903        242  ...           23        24  24
538                                  12086-250       1546        216  ...           23        24  24
540                                  12086-251       1671        191  ...           23        24  24
551                                  12086-243        600         72  ...           23        24  24
552                                  12086-242       1742        311  ...           23        24  24
553                                  12086-245        932        194  ...           23        24  24
554                                  12086-244       1468        236  ...           23        24  24
555                                  12086-247        592        380  ...           23        24  24
556                                  12086-246        929       1003  ...           23        24  24
557                                  12086-249       1249        284  ...           23        24  24
560                                  12086-248       1277        598  ...           23        24  24
561                                  12086-281         86        121  ...           23        24  24
562                                  12086-280        698         73  ...           23        24  24
563                                  12086-282       1547        330  ...           23        24  24
564                                  12086-285         52         76  ...           23        24  24
565                                  12086-284        449        472  ...           23        24  24
569                                  12086-276       1003        151  ...           23        24  24
571                                  12086-275        208         27  ...           23        24  24
572                                  12086-278         58         51  ...           23        24  24
576                                  12086-270       1624        177  ...           23        24  24
578                                  12086-272        900        784  ...           23        24  24
580                                  12086-274        721        350  ...           23        24  24
583                                  12086-265         46         16  ...           23        24  24
584                                  12086-264        717        161  ...           23        24  24
585                                  12086-267        762        219  ...           23        24  24
586                                  12086-266         49         16  ...           23        24  24
587                                  12086-269        997        111  ...           23        24  24
608                                  12086-291       1223        605  ...           23        24  24
609                                  12086-296       1291        548  ...           23        24  24
610                                  12086-295       2144        244  ...           23        24  24
1010                                 12086-515        968        181  ...           23        24  24
1012                                 12086-514       1011        149  ...           23        24  24
1015                                 12086-517        692        163  ...           23        24  24
1016                                 12086-516        932        394  ...           23        24  24
1020                                 12086-519       1120        118  ...           23        24  24
1022                                 12086-518        984        161  ...           23        24  24
1035                                 12086-511        938         98  ...           23        24  24
1040                                 12086-512       1018        111  ...           23        24  24
1052                                 12086-504       1339        385  ...           23        24  24
1056                                 12086-506        724         83  ...           23        24  24
1058                                 12086-505        924         97  ...           23        24  24
1059                                 12086-508        980         63  ...           23        24  24
1061                                 12086-507        802         89  ...           23        24  24
1074                                 12086-502       1461        510  ...           23        24  24
1077                                 12086-501        922        131  ...           23        24  24
1089                                 12086-537        296         95  ...           23        24  24
1094                                 12086-538       3202       1296  ...           23        24  24
1101                                 12086-531       1129        443  ...           23        24  24
1103                                 12086-530        272        112  ...           23        24  24
1104                                 12086-533       1847        274  ...           23        24  24
1107                                 12086-535        601        253  ...           23        24  24
1109                                 12086-534       1606        829  ...           23        24  24
1123                                 12086-528        513        378  ...           23        24  24
1125                                 12086-527        117        109  ...           23        24  24
1132                                 12086-529       1431        642  ...           23        24  24
1140                                 12086-520       1716        169  ...           23        24  24
1141                                 12086-522       1724        267  ...           23        24  24
1143                                 12086-521       1346        145  ...           23        24  24
1148                                 12086-523        570        205  ...           23        24  24
1247                                 12086-544       1880        845  ...           23        24  24
1254                                 12086-580        104         23  ...           23        24  24
1256                                 12086-582       2081       1380  ...           23        24  24
1373                                 12086-595        222        157  ...           23        24  24
1375                                 12086-594        484        343  ...           23        24  24
1377                                 12086-599        851        314  ...           23        24  24
1379                                 12086-598        203        141  ...           23        24  24
1388                                 12086-591        807        558  ...           23        24  24
1423                                 12086-588          1          1  ...           23        24  24
1429                                 12086-589         85         81  ...           23        24  24
1563                                12011-W023       4589       1375  ...           23        24  24
1565                                12011-W025       2718        335  ...           23        24  24
1568                                12011-W024       1809        483  ...           23        24  24
2186                                 12086-498       1296        260  ...           23        24  24
2189                                 12086-499         21          0  ...           23        24  24
2216                                12011-V058        401        290  ...           23        24  24
2317                                12011-V018       2064        636  ...           23        24  24
2328                                12011-V020        515        222  ...           23        24  24
2363                                12011-V037        567        225  ...           23        24  24
2364                                12011-V036        378        191  ...           23        24  24
2368                                12011-V033        712        450  ...           23        24  24
2369                                12011-V032        938        478  ...           23        24  24
2370                                12011-V035        439        272  ...           23        24  24
2371                                12011-V034       1338        753  ...           23        24  24
2384                                12011-V042       1198        533  ...           23        24  24
2419                                12011-V008        656         63  ...           23        24  24
3244                                12011-Y007       1648        760  ...           23        24  24
3245                                12011-Y006       1822       1559  ...           23        24  24
3246                                12011-Y008       1831        311  ...           23        24  24
3248                                12011-Y002        824       1380  ...           23        24  24
3249                                12011-Y005        902       1005  ...           23        24  24
3363                                12011-Y001        420        749  ...           23        24  24
3366                                 12086-659        233        136  ...           23        24  24
3467                                12011-X048        592        263  ...           23        24  24
3592                                12011-X002        747        337  ...           23        24  24
3593                                12011-X001        938        473  ...           23        24  24
3596                                12011-X009       1872        650  ...           23        24  24
3693                                12011-X022       1467        446  ...           23        24  24
3695                                12011-X021       2801        825  ...           23        24  24
3749                                 12086-099        685        742  ...           23        24  24
3995                                 12086-976        205         30  ...           23        24  24
3998                                 12086-978        699        123  ...           23        24  24
4007                                 12086-975        139         72  ...           23        24  24
4042                                 12086-999        212        105  ...           23        24  24
4070                                 12086-981        633        503  ...           23        24  24
4237                                 12086-120        230        283  ...           23        24  24
4245                                 12086-119        817        774  ...           23        24  24
4246                                 12086-118        575        285  ...           23        24  24
4260                                 12086-111       1688       1302  ...           23        24  24
4264                                 12086-110        817        521  ...           23        24  24
4266                                 12086-113        568        405  ...           23        24  24
4268                                 12086-112        256        185  ...           23        24  24
4270                                 12086-115       1667        769  ...           23        24  24
4272                                 12086-114        875        978  ...           23        24  24
4274                                 12086-117       1603        269  ...           23        24  24
4276                                 12086-116        285        461  ...           23        24  24
4292                                 12086-108       1134        700  ...           23        24  24
4294                                 12086-107        479        293  ...           23        24  24
4296                                 12086-109       1111       1014  ...           23        24  24
4311                                 12086-102       1740       1782  ...           23        24  24
4312                                 12086-101       1201        946  ...           23        24  24
4313                                 12086-104        181         79  ...           23        24  24
4314                                 12086-103       1514       1243  ...           23        24  24
4315                                 12086-106        722        511  ...           23        24  24
4316                                 12086-105        826        610  ...           23        24  24
4317                                 12086-140       1919        257  ...           23        24  24
4319                                 12086-142       2058        421  ...           23        24  24
4320                                 12086-141       1258        187  ...           23        24  24
4339                                 12086-133        991        228  ...           23        24  24
4346                                 12086-135       1595        270  ...           23        24  24
4347                                 12086-134       1424        186  ...           23        24  24
4348                                 12086-137        257         48  ...           23        24  24
4349                                 12086-136       1849        334  ...           23        24  24
4350                                 12086-139        774        113  ...           23        24  24
4351                                 12086-138       1163        162  ...           23        24  24
4352                                 12086-131       1627        405  ...           23        24  24
4353                                 12086-130       2367        390  ...           23        24  24
4354                                 12086-129       1688        260  ...           23        24  24
4359                                 12086-122          5          3  ...           23        24  24
4360                                 12086-121        641        281  ...           23        24  24
4362                                 12086-124       1479       1487  ...           23        24  24
4363                                 12086-123       1994        792  ...           23        24  24
4364                                 12086-126       1198        198  ...           23        24  24
4365                                 12086-125        234        139  ...           23        24  24
4366                                 12086-128       1545        228  ...           23        24  24
4367                                 12086-127       2166        335  ...           23        24  24
4369                                 12086-160        706        138  ...           23        24  24
4371                                 12086-162        912        132  ...           23        24  24
4372                                 12086-161       1002        161  ...           23        24  24
4373                                 12086-164       1055        240  ...           23        24  24
4374                                 12086-163        773        140  ...           23        24  24
4376                                 12086-155       1031        295  ...           23        24  24
4377                                 12086-154        926        261  ...           23        24  24
4378                                 12086-157        838        461  ...           23        24  24
4379                                 12086-156       1116        409  ...           23        24  24
4380                                 12086-159       1062        211  ...           23        24  24
4381                                 12086-158        219         96  ...           23        24  24
4383                                 12086-151        311         95  ...           23        24  24
4384                                 12086-150        467         74  ...           23        24  24
4385                                 12086-153         60         17  ...           23        24  24
4386                                 12086-152       1109        260  ...           23        24  24
4393                                 12086-144        179         24  ...           23        24  24
4394                                 12086-143       2046        468  ...           23        24  24
4396                                 12086-146       1586       1025  ...           23        24  24
4397                                 12086-145        397         34  ...           23        24  24
4398                                 12086-148       1233        881  ...           23        24  24
4399                                 12086-149       1250        639  ...           23        24  24
4401                                 12086-182        574        146  ...           23        24  24
4402                                 12086-181        122         89  ...           23        24  24
4403                                 12086-184       1277       1121  ...           23        24  24
4409                                 12086-177        953        382  ...           23        24  24
4411                                 12086-176        243        103  ...           23        24  24
4413                                 12086-179        371        154  ...           23        24  24
4414                                 12086-178        644        127  ...           23        24  24
4416                                 12086-171         71         26  ...           23        24  24
4417                                 12086-170          7          2  ...           23        24  24
4418                                 12086-173        169         15  ...           23        24  24
4419                                 12086-172        126          8  ...           23        24  24
4420                                 12086-175        138         75  ...           23        24  24
4422                                 12086-174         99         15  ...           23        24  24
4432                                 12086-166        235         51  ...           23        24  24
4434                                 12086-165        135         42  ...           23        24  24
4438                                 12086-169        278         97  ...           23        24  24
4455                                 12086-199        580        189  ...           23        24  24
4460                                 12086-196       2219        210  ...           23        24  24
4473                                 12086-187        174         32  ...           23        24  24
4509                                12011-W012       2136        364  ...           23        24  24
4510                                12011-W011       1447        270  ...           23        24  24
4512                                12011-W013       3066        535  ...           23        24  24
4520                                12011-W005       1190        144  ...           23        24  24
4521                                12011-W004       1139        160  ...           23        24  24
4523                                12011-W007       1336        283  ...           23        24  24
4524                                12011-W006        812        236  ...           23        24  24
4525                                12011-W001       2618        314  ...           23        24  24
4526                                12011-W003        806        168  ...           23        24  24
4527                                12011-W002       1458        323  ...           23        24  24
4529                                12011-W008       2164        373  ...           23        24  24
4532                                12011-W010        763        216  ...           23        24  24
4880                                 12086-020        882        651  ...           23        24  24
4893                                 12086-019        388        303  ...           23        24  24
4902                                 12086-011        897        595  ...           23        24  24
4906                                 12086-014       1344        884  ...           23        24  24
4908                                 12086-013       1088        748  ...           23        24  24
4909                                 12086-016        858        495  ...           23        24  24
4910                                 12086-015        472        323  ...           23        24  24
4911                                 12086-018       1316        652  ...           23        24  24
4912                                 12086-017       1260        767  ...           23        24  24
4917                                 12086-010         11         42  ...           23        24  24
4934                                 12086-009       1549       1480  ...           23        24  24
4936                                 12086-008        613        427  ...           23        24  24
4944                                 12086-001        204        395  ...           23        24  24
4948                                 12086-003        661       1320  ...           23        24  24
4951                                 12086-002        445        713  ...           23        24  24
4953                                 12086-005       1025       1314  ...           23        24  24
4956                                 12086-004        804        976  ...           23        24  24
4958                                 12086-007       1025        726  ...           23        24  24
4960                                 12086-006        650       1069  ...           23        24  24
4970                                 12086-041       1918        879  ...           23        24  24
4973                                 12086-040        958        587  ...           23        24  24
4976                                 12086-043        498        257  ...           23        24  24
4979                                 12086-042       1026        534  ...           23        24  24
5006                                 12086-033        989        438  ...           23        24  24
5010                                 12086-036       1722        867  ...           23        24  24
5017                                 12086-038        177        196  ...           23        24  24
5021                                 12086-037        461        243  ...           23        24  24
5028                                 12086-030       1902        844  ...           23        24  24
5030                                 12086-032        930        986  ...           23        24  24
5031                                 12086-031        641        400  ...           23        24  24
5050                                 12086-023       1385       1270  ...           23        24  24
5055                                 12086-025        581        750  ...           23        24  24
5058                                 12086-024        901        543  ...           23        24  24
5061                                 12086-029        602        699  ...           23        24  24
5063                                 12086-028        593        728  ...           23        24  24
5123                                 12086-047        151        183  ...           23        24  24
5132                                 12086-048       1378       1230  ...           23        24  24
5174                                 12086-067        489        946  ...           23        24  24
5178                                 12086-069        385        118  ...           23        24  24
5180                                 12086-068          1          2  ...           23        24  24
5464                                 12086-316        392        999  ...           23        24  24
5465                                 12086-319        313        813  ...           23        24  24
5477                                 12086-312        627       1102  ...           23        24  24
5479                                 12086-315        459       1142  ...           23        24  24
5482                                 12086-314         38        130  ...           23        24  24
5491                                 12086-306        851       1068  ...           23        24  24
5494                                 12086-307        637       1360  ...           23        24  24
5540                                 12086-332        545       1043  ...           23        24  24
5545                                 12086-334         40         54  ...           23        24  24
5637                                 12086-351       1745       1252  ...           23        24  24
5681                                 12086-382        377        897  ...           23        24  24
5711                                 12086-379        541       1446  ...           23        24  24
5719                                 12086-372        356        667  ...           23        24  24
219                                 12011-Q091       1241       2328  ...           25        26  26
294                                 12011-Q044       5238       4092  ...           25        26  26
477                                  12086-201        771        773  ...           25        26  26
480                                  12086-202       1026        585  ...           25        26  26
482                                  12086-241       1505        356  ...           25        26  26
483                                  12086-240       1768        251  ...           25        26  26
485                                  12086-232        922        700  ...           25        26  26
